;Scopy version,dda5ec6
;Exported on,Monday January 17/01/2022
;Device,M2K
;Nr of samples,3200
;Sample rate,1e+06
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V),CH2(V)
46,-0.001554,-0.389197,-0.515195
47,-0.001553,-0.389197,-0.515195
48,-0.001552,-0.389197,-0.515195
49,-0.001551,-0.389197,-0.515195
50,-0.00155,-0.389197,-0.515195
51,-0.001549,-0.389197,-0.515195
52,-0.001548,-0.389197,-0.515195
53,-0.001547,-0.387679,-0.513677
54,-0.001546,-0.390715,-0.516713
55,-0.001545,-0.390715,-0.515195
56,-0.001544,-0.390715,-0.515195
57,-0.001543,-0.390715,-0.515195
58,-0.001542,-0.390715,-0.515195
59,-0.001541,-0.390715,-0.515195
60,-0.00154,-0.390715,-0.515195
61,-0.001539,-0.390715,-0.515195
62,-0.001538,-0.390715,-0.515195
63,-0.001537,-0.390715,-0.515195
64,-0.001536,-0.390715,-0.515195
65,-0.001535,-0.392233,-0.515195
66,-0.001534,-0.390715,-0.515195
67,-0.001533,-0.392233,-0.515195
68,-0.001532,-0.392233,-0.513677
69,-0.001531,-0.392233,-0.516713
70,-0.00153,-0.392233,-0.515195
71,-0.001529,-0.392233,-0.515195
72,-0.001528,-0.392233,-0.515195
73,-0.001527,-0.392233,-0.515195
74,-0.001526,-0.392233,-0.515195
75,-0.001525,-0.392233,-0.515195
76,-0.001524,-0.392233,-0.515195
77,-0.001523,-0.392233,-0.515195
78,-0.001522,-0.392233,-0.515195
79,-0.001521,-0.390715,-0.515195
80,-0.00152,-0.393751,-0.515195
81,-0.001519,-0.393751,-0.515195
82,-0.001518,-0.393751,-0.515195
83,-0.001517,-0.393751,-0.515195
84,-0.001516,-0.393751,-0.515195
85,-0.001515,-0.393751,-0.515195
86,-0.001514,-0.393751,-0.515195
87,-0.001513,-0.393751,-0.515195
88,-0.001512,-0.393751,-0.515195
89,-0.001511,-0.393751,-0.515195
90,-0.00151,-0.395269,-0.515195
91,-0.001509,-0.395269,-0.515195
92,-0.001508,-0.395269,-0.515195
93,-0.001507,-0.395269,-0.515195
94,-0.001506,-0.395269,-0.515195
95,-0.001505,-0.395269,-0.515195
96,-0.001504,-0.395269,-0.515195
97,-0.001503,-0.395269,-0.515195
98,-0.001502,-0.395269,-0.515195
99,-0.001501,-0.395269,-0.515195
100,-0.0015,-0.395269,-0.518231
101,-0.001499,-0.395269,-0.515195
102,-0.001498,-0.396787,-0.515195
103,-0.001497,-0.395269,-0.515195
104,-0.001496,-0.396787,-0.515195
105,-0.001495,-0.396787,-0.515195
106,-0.001494,-0.396787,-0.515195
107,-0.001493,-0.396787,-0.515195
108,-0.001492,-0.396787,-0.515195
109,-0.001491,-0.396787,-0.515195
110,-0.00149,-0.396787,-0.515195
111,-0.001489,-0.396787,-0.515195
112,-0.001488,-0.396787,-0.515195
113,-0.001487,-0.396787,-0.515195
114,-0.001486,-0.396787,-0.515195
115,-0.001485,-0.396787,-0.515195
116,-0.001484,-0.396787,-0.515195
117,-0.001483,-0.396787,-0.515195
118,-0.001482,-0.398305,-0.515195
119,-0.001481,-0.398305,-0.515195
120,-0.00148,-0.398305,-0.515195
121,-0.001479,-0.398305,-0.515195
122,-0.001478,-0.398305,-0.515195
123,-0.001477,-0.398305,-0.515195
124,-0.001476,-0.398305,-0.515195
125,-0.001475,-0.398305,-0.515195
126,-0.001474,-0.398305,-0.515195
127,-0.001473,-0.398305,-0.515195
128,-0.001472,-0.396787,-0.515195
129,-0.001471,-0.399823,-0.515195
130,-0.00147,-0.396787,-0.515195
131,-0.001469,-0.399823,-0.515195
132,-0.001468,-0.399823,-0.515195
133,-0.001467,-0.399823,-0.515195
134,-0.001466,-0.399823,-0.515195
135,-0.001465,-0.399823,-0.516713
136,-0.001464,-0.399823,-0.515195
137,-0.001463,-0.399823,-0.515195
138,-0.001462,-0.399823,-0.515195
139,-0.001461,-0.399823,-0.515195
140,-0.00146,-0.399823,-0.515195
141,-0.001459,-0.399823,-0.515195
142,-0.001458,-0.399823,-0.515195
143,-0.001457,-0.399823,-0.515195
144,-0.001456,-0.399823,-0.515195
145,-0.001455,-0.402859,-0.515195
146,-0.001454,-0.402859,-0.515195
147,-0.001453,-0.402859,-0.515195
148,-0.001452,-0.398305,-0.516713
149,-0.001451,-0.402859,-0.515195
150,-0.00145,-0.402859,-0.515195
151,-0.001449,-0.402859,-0.515195
152,-0.001448,-0.402859,-0.515195
153,-0.001447,-0.402859,-0.515195
154,-0.001446,-0.402859,-0.516713
155,-0.001445,-0.402859,-0.515195
156,-0.001444,-0.402859,-0.515195
157,-0.001443,-0.402859,-0.515195
158,-0.001442,-0.399823,-0.515195
159,-0.001441,-0.402859,-0.515195
160,-0.00144,-0.405896,-0.515195
161,-0.001439,-0.399823,-0.515195
162,-0.001438,-0.404377,-0.515195
163,-0.001437,-0.399823,-0.515195
164,-0.001436,-0.404377,-0.515195
165,-0.001435,-0.404377,-0.515195
166,-0.001434,-0.404377,-0.515195
167,-0.001433,-0.404377,-0.515195
168,-0.001432,-0.404377,-0.515195
169,-0.001431,-0.404377,-0.515195
170,-0.00143,-0.404377,-0.515195
171,-0.001429,-0.404377,-0.515195
172,-0.001428,-0.404377,-0.515195
173,-0.001427,-0.404377,-0.515195
174,-0.001426,-0.404377,-0.516713
175,-0.001425,-0.404377,-0.515195
176,-0.001424,-0.404377,-0.515195
177,-0.001423,-0.405896,-0.515195
178,-0.001422,-0.405896,-0.515195
179,-0.001421,-0.404377,-0.515195
180,-0.00142,-0.405896,-0.515195
181,-0.001419,-0.405896,-0.515195
182,-0.001418,-0.405896,-0.515195
183,-0.001417,-0.405896,-0.516713
184,-0.001416,-0.405896,-0.515195
185,-0.001415,-0.405896,-0.515195
186,-0.001414,-0.405896,-0.515195
187,-0.001413,-0.405896,-0.513677
188,-0.001412,-0.405896,-0.516713
189,-0.001411,-0.404377,-0.515195
190,-0.00141,-0.407414,-0.516713
191,-0.001409,-0.405896,-0.516713
192,-0.001408,-0.405896,-0.515195
193,-0.001407,-0.407414,-0.515195
194,-0.001406,-0.405896,-0.515195
195,-0.001405,-0.407414,-0.515195
196,-0.001404,-0.407414,-0.515195
197,-0.001403,-0.407414,-0.515195
198,-0.001402,-0.407414,-0.515195
199,-0.001401,-0.407414,-0.515195
200,-0.0014,-0.407414,-0.515195
201,-0.001399,-0.407414,-0.515195
202,-0.001398,-0.407414,-0.515195
203,-0.001397,-0.407414,-0.515195
204,-0.001396,-0.408932,-0.515195
205,-0.001395,-0.405896,-0.515195
206,-0.001394,-0.407414,-0.515195
207,-0.001393,-0.407414,-0.515195
208,-0.001392,-0.407414,-0.515195
209,-0.001391,-0.407414,-0.515195
210,-0.00139,-0.407414,-0.515195
211,-0.001389,-0.408932,-0.515195
212,-0.001388,-0.408932,-0.515195
213,-0.001387,-0.408932,-0.515195
214,-0.001386,-0.408932,-0.515195
215,-0.001385,-0.408932,-0.515195
216,-0.001384,-0.408932,-0.515195
217,-0.001383,-0.408932,-0.515195
218,-0.001382,-0.408932,-0.515195
219,-0.001381,-0.408932,-0.513677
220,-0.00138,-0.408932,-0.516713
221,-0.001379,-0.408932,-0.515195
222,-0.001378,-0.408932,-0.515195
223,-0.001377,-0.407414,-0.515195
224,-0.001376,-0.41045,-0.515195
225,-0.001375,-0.407414,-0.515195
226,-0.001374,-0.408932,-0.515195
227,-0.001373,-0.41045,-0.515195
228,-0.001372,-0.41045,-0.515195
229,-0.001371,-0.41045,-0.515195
230,-0.00137,-0.41045,-0.515195
231,-0.001369,-0.41045,-0.515195
232,-0.001368,-0.41045,-0.515195
233,-0.001367,-0.41045,-0.515195
234,-0.001366,-0.41045,-0.515195
235,-0.001365,-0.41045,-0.515195
236,-0.001364,-0.41045,-0.515195
237,-0.001363,-0.41045,-0.515195
238,-0.001362,-0.41045,-0.515195
239,-0.001361,-0.41045,-0.515195
240,-0.00136,-0.411968,-0.515195
241,-0.001359,-0.408932,-0.515195
242,-0.001358,-0.411968,-0.515195
243,-0.001357,-0.408932,-0.515195
244,-0.001356,-0.411968,-0.515195
245,-0.001355,-0.411968,-0.515195
246,-0.001354,-0.411968,-0.515195
247,-0.001353,-0.411968,-0.515195
248,-0.001352,-0.411968,-0.515195
249,-0.001351,-0.411968,-0.516713
250,-0.00135,-0.411968,-0.513677
251,-0.001349,-0.411968,-0.515195
252,-0.001348,-0.411968,-0.515195
253,-0.001347,-0.411968,-0.515195
254,-0.001346,-0.411968,-0.515195
255,-0.001345,-0.411968,-0.513677
256,-0.001344,-0.411968,-0.516713
257,-0.001343,-0.411968,-0.515195
258,-0.001342,-0.411968,-0.515195
259,-0.001341,-0.411968,-0.515195
260,-0.00134,-0.41045,-0.515195
261,-0.001339,-0.413486,-0.515195
262,-0.001338,-0.41045,-0.515195
263,-0.001337,-0.411968,-0.515195
264,-0.001336,-0.41045,-0.515195
265,-0.001335,-0.411968,-0.515195
266,-0.001334,-0.411968,-0.515195
267,-0.001333,-0.413486,-0.515195
268,-0.001332,-0.413486,-0.515195
269,-0.001331,-0.413486,-0.515195
270,-0.00133,-0.413486,-0.515195
271,-0.001329,-0.413486,-0.515195
272,-0.001328,-0.413486,-0.515195
273,-0.001327,-0.413486,-0.515195
274,-0.001326,-0.413486,-0.515195
275,-0.001325,-0.413486,-0.515195
276,-0.001324,-0.413486,-0.515195
277,-0.001323,-0.413486,-0.515195
278,-0.001322,-0.413486,-0.515195
279,-0.001321,-0.413486,-0.515195
280,-0.00132,-0.413486,-0.515195
281,-0.001319,-0.413486,-0.515195
282,-0.001318,-0.411968,-0.515195
283,-0.001317,-0.415004,-0.515195
284,-0.001316,-0.415004,-0.515195
285,-0.001315,-0.415004,-0.516713
286,-0.001314,-0.415004,-0.513677
287,-0.001313,-0.415004,-0.515195
288,-0.001312,-0.415004,-0.515195
289,-0.001311,-0.415004,-0.515195
290,-0.00131,-0.415004,-0.515195
291,-0.001309,-0.415004,-0.515195
292,-0.001308,-0.415004,-0.515195
293,-0.001307,-0.415004,-0.515195
294,-0.001306,-0.415004,-0.515195
295,-0.001305,-0.415004,-0.515195
296,-0.001304,-0.415004,-0.515195
297,-0.001303,-0.415004,-0.515195
298,-0.001302,-0.415004,-0.515195
299,-0.001301,-0.415004,-0.515195
300,-0.0013,-0.415004,-0.515195
301,-0.001299,-0.415004,-0.512159
302,-0.001298,-0.413486,-0.515195
303,-0.001297,-0.416522,-0.515195
304,-0.001296,-0.415004,-0.515195
305,-0.001295,-0.413486,-0.515195
306,-0.001294,-0.416522,-0.515195
307,-0.001293,-0.416522,-0.515195
308,-0.001292,-0.416522,-0.515195
309,-0.001291,-0.416522,-0.515195
310,-0.00129,-0.416522,-0.515195
311,-0.001289,-0.416522,-0.515195
312,-0.001288,-0.416522,-0.515195
313,-0.001287,-0.416522,-0.515195
314,-0.001286,-0.416522,-0.515195
315,-0.001285,-0.416522,-0.515195
316,-0.001284,-0.416522,-0.515195
317,-0.001283,-0.416522,-0.515195
318,-0.001282,-0.416522,-0.515195
319,-0.001281,-0.416522,-0.515195
320,-0.00128,-0.416522,-0.515195
321,-0.001279,-0.416522,-0.515195
322,-0.001278,-0.416522,-0.515195
323,-0.001277,-0.416522,-0.515195
324,-0.001276,-0.415004,-0.515195
325,-0.001275,-0.41804,-0.515195
326,-0.001274,-0.41804,-0.515195
327,-0.001273,-0.41804,-0.515195
328,-0.001272,-0.415004,-0.515195
329,-0.001271,-0.419558,-0.515195
330,-0.00127,-0.416522,-0.515195
331,-0.001269,-0.416522,-0.515195
332,-0.001268,-0.41804,-0.515195
333,-0.001267,-0.41804,-0.515195
334,-0.001266,-0.41804,-0.515195
335,-0.001265,-0.41804,-0.515195
336,-0.001264,-0.41804,-0.515195
337,-0.001263,-0.41804,-0.515195
338,-0.001262,-0.41804,-0.515195
339,-0.001261,-0.41804,-0.515195
340,-0.00126,-0.41804,-0.515195
341,-0.001259,-0.41804,-0.515195
342,-0.001258,-0.41804,-0.515195
343,-0.001257,-0.41804,-0.513677
344,-0.001256,-0.41804,-0.516713
345,-0.001255,-0.41804,-0.515195
346,-0.001254,-0.41804,-0.515195
347,-0.001253,-0.41804,-0.515195
348,-0.001252,-0.416522,-0.515195
349,-0.001251,-0.419558,-0.515195
350,-0.00125,-0.41804,-0.515195
351,-0.001249,-0.419558,-0.515195
352,-0.001248,-0.419558,-0.515195
353,-0.001247,-0.419558,-0.515195
354,-0.001246,-0.41804,-0.515195
355,-0.001245,-0.41804,-0.515195
356,-0.001244,-0.419558,-0.515195
357,-0.001243,-0.41804,-0.515195
358,-0.001242,-0.419558,-0.515195
359,-0.001241,-0.41804,-0.515195
360,-0.00124,-0.41804,-0.515195
361,-0.001239,-0.419558,-0.515195
362,-0.001238,-0.419558,-0.515195
363,-0.001237,-0.419558,-0.513677
364,-0.001236,-0.419558,-0.516713
365,-0.001235,-0.419558,-0.515195
366,-0.001234,-0.419558,-0.515195
367,-0.001233,-0.419558,-0.515195
368,-0.001232,-0.419558,-0.515195
369,-0.001231,-0.419558,-0.515195
370,-0.00123,-0.419558,-0.515195
371,-0.001229,-0.419558,-0.515195
372,-0.001228,-0.419558,-0.515195
373,-0.001227,-0.419558,-0.515195
374,-0.001226,-0.419558,-0.515195
375,-0.001225,-0.419558,-0.515195
376,-0.001224,-0.41804,-0.515195
377,-0.001223,-0.421076,-0.515195
378,-0.001222,-0.421076,-0.515195
379,-0.001221,-0.419558,-0.515195
380,-0.00122,-0.421076,-0.515195
381,-0.001219,-0.41804,-0.515195
382,-0.001218,-0.421076,-0.515195
383,-0.001217,-0.419558,-0.515195
384,-0.001216,-0.421076,-0.515195
385,-0.001215,-0.421076,-0.515195
386,-0.001214,-0.421076,-0.515195
387,-0.001213,-0.421076,-0.515195
388,-0.001212,-0.421076,-0.516713
389,-0.001211,-0.421076,-0.513677
390,-0.00121,-0.421076,-0.515195
391,-0.001209,-0.421076,-0.515195
392,-0.001208,-0.421076,-0.515195
393,-0.001207,-0.421076,-0.515195
394,-0.001206,-0.421076,-0.515195
395,-0.001205,-0.421076,-0.512159
396,-0.001204,-0.421076,-0.515195
397,-0.001203,-0.421076,-0.515195
398,-0.001202,-0.421076,-0.516713
399,-0.001201,-0.421076,-0.513677
400,-0.0012,-0.421076,-0.515195
401,-0.001199,-0.421076,-0.512159
402,-0.001198,-0.421076,-0.515195
403,-0.001197,-0.421076,-0.515195
404,-0.001196,-0.421076,-0.515195
405,-0.001195,-0.419558,-0.513677
406,-0.001194,-0.422594,-0.516713
407,-0.001193,-0.421076,-0.515195
408,-0.001192,-0.422594,-0.515195
409,-0.001191,-0.422594,-0.515195
410,-0.00119,-0.422594,-0.515195
411,-0.001189,-0.422594,-0.515195
412,-0.001188,-0.422594,-0.515195
413,-0.001187,-0.422594,-0.515195
414,-0.001186,-0.422594,-0.516713
415,-0.001185,-0.422594,-0.515195
416,-0.001184,-0.422594,-0.515195
417,-0.001183,-0.422594,-0.515195
418,-0.001182,-0.422594,-0.516713
419,-0.001181,-0.422594,-0.515195
420,-0.00118,-0.422594,-0.515195
421,-0.001179,-0.422594,-0.515195
422,-0.001178,-0.422594,-0.515195
423,-0.001177,-0.422594,-0.515195
424,-0.001176,-0.422594,-0.515195
425,-0.001175,-0.422594,-0.515195
426,-0.001174,-0.422594,-0.515195
427,-0.001173,-0.422594,-0.516713
428,-0.001172,-0.422594,-0.515195
429,-0.001171,-0.422594,-0.515195
430,-0.00117,-0.422594,-0.515195
431,-0.001169,-0.422594,-0.515195
432,-0.001168,-0.422594,-0.515195
433,-0.001167,-0.422594,-0.515195
434,-0.001166,-0.422594,-0.515195
435,-0.001165,-0.422594,-0.515195
436,-0.001164,-0.424112,-0.515195
437,-0.001163,-0.424112,-0.516713
438,-0.001162,-0.424112,-0.515195
439,-0.001161,-0.422594,-0.515195
440,-0.00116,-0.422594,-0.515195
441,-0.001159,-0.422594,-0.515195
442,-0.001158,-0.424112,-0.515195
443,-0.001157,-0.424112,-0.515195
444,-0.001156,-0.422594,-0.515195
445,-0.001155,-0.424112,-0.515195
446,-0.001154,-0.424112,-0.515195
447,-0.001153,-0.424112,-0.515195
448,-0.001152,-0.424112,-0.515195
449,-0.001151,-0.424112,-0.515195
450,-0.00115,-0.424112,-0.515195
451,-0.001149,-0.424112,-0.515195
452,-0.001148,-0.424112,-0.515195
453,-0.001147,-0.424112,-0.515195
454,-0.001146,-0.424112,-0.515195
455,-0.001145,-0.424112,-0.515195
456,-0.001144,-0.424112,-0.515195
457,-0.001143,-0.424112,-0.515195
458,-0.001142,-0.424112,-0.515195
459,-0.001141,-0.424112,-0.515195
460,-0.00114,-0.424112,-0.515195
461,-0.001139,-0.424112,-0.516713
462,-0.001138,-0.424112,-0.515195
463,-0.001137,-0.424112,-0.515195
464,-0.001136,-0.424112,-0.515195
465,-0.001135,-0.424112,-0.515195
466,-0.001134,-0.424112,-0.515195
467,-0.001133,-0.424112,-0.515195
468,-0.001132,-0.424112,-0.515195
469,-0.001131,-0.424112,-0.515195
470,-0.00113,-0.427148,-0.515195
471,-0.001129,-0.422594,-0.515195
472,-0.001128,-0.424112,-0.515195
473,-0.001127,-0.422594,-0.515195
474,-0.001126,-0.427148,-0.515195
475,-0.001125,-0.424112,-0.515195
476,-0.001124,-0.427148,-0.515195
477,-0.001123,-0.422594,-0.515195
478,-0.001122,-0.424112,-0.515195
479,-0.001121,-0.427148,-0.515195
480,-0.00112,-0.422594,-0.515195
481,-0.001119,-0.424112,-0.513677
482,-0.001118,-0.424112,-0.513677
483,-0.001117,-0.424112,-0.513677
484,-0.001116,-0.424112,-0.513677
485,-0.001115,-0.427148,-0.513677
486,-0.001114,-0.427148,-0.515195
487,-0.001113,-0.427148,-0.516713
488,-0.001112,-0.427148,-0.515195
489,-0.001111,-0.427148,-0.515195
490,-0.00111,-0.427148,-0.515195
491,-0.001109,-0.427148,-0.515195
492,-0.001108,-0.427148,-0.512159
493,-0.001107,-0.427148,-0.515195
494,-0.001106,-0.427148,-0.515195
495,-0.001105,-0.427148,-0.515195
496,-0.001104,-0.427148,-0.515195
497,-0.001103,-0.427148,-0.513677
498,-0.001102,-0.427148,-0.515195
499,-0.001101,-0.427148,-0.515195
500,-0.0011,-0.427148,-0.515195
501,-0.001099,-0.427148,-0.515195
502,-0.001098,-0.427148,-0.515195
503,-0.001097,-0.427148,-0.515195
504,-0.001096,-0.424112,-0.513677
505,-0.001095,-0.430184,-0.516713
506,-0.001094,-0.427148,-0.515195
507,-0.001093,-0.427148,-0.515195
508,-0.001092,-0.427148,-0.515195
509,-0.001091,-0.424112,-0.513677
510,-0.00109,-0.428666,-0.516713
511,-0.001089,-0.428666,-0.515195
512,-0.001088,-0.427148,-0.515195
513,-0.001087,-0.428666,-0.515195
514,-0.001086,-0.428666,-0.513677
515,-0.001085,-0.428666,-0.515195
516,-0.001084,-0.428666,-0.515195
517,-0.001083,-0.428666,-0.515195
518,-0.001082,-0.428666,-0.515195
519,-0.001081,-0.428666,-0.516713
520,-0.00108,-0.428666,-0.513677
521,-0.001079,-0.428666,-0.515195
522,-0.001078,-0.428666,-0.515195
523,-0.001077,-0.428666,-0.515195
524,-0.001076,-0.428666,-0.513677
525,-0.001075,-0.428666,-0.516713
526,-0.001074,-0.428666,-0.515195
527,-0.001073,-0.428666,-0.515195
528,-0.001072,-0.428666,-0.515195
529,-0.001071,-0.428666,-0.515195
530,-0.00107,-0.428666,-0.515195
531,-0.001069,-0.430184,-0.515195
532,-0.001068,-0.427148,-0.515195
533,-0.001067,-0.427148,-0.515195
534,-0.001066,-0.430184,-0.515195
535,-0.001065,-0.428666,-0.515195
536,-0.001064,-0.427148,-0.515195
537,-0.001063,-0.430184,-0.515195
538,-0.001062,-0.430184,-0.515195
539,-0.001061,-0.430184,-0.515195
540,-0.00106,-0.428666,-0.515195
541,-0.001059,-0.427148,-0.515195
542,-0.001058,-0.428666,-0.515195
543,-0.001057,-0.428666,-0.515195
544,-0.001056,-0.428666,-0.515195
545,-0.001055,-0.430184,-0.515195
546,-0.001054,-0.430184,-0.515195
547,-0.001053,-0.430184,-0.515195
548,-0.001052,-0.430184,-0.515195
549,-0.001051,-0.430184,-0.515195
550,-0.00105,-0.430184,-0.515195
551,-0.001049,-0.430184,-0.515195
552,-0.001048,-0.430184,-0.515195
553,-0.001047,-0.430184,-0.515195
554,-0.001046,-0.430184,-0.515195
555,-0.001045,-0.430184,-0.516713
556,-0.001044,-0.430184,-0.513677
557,-0.001043,-0.430184,-0.515195
558,-0.001042,-0.430184,-0.515195
559,-0.001041,-0.430184,-0.515195
560,-0.00104,-0.430184,-0.515195
561,-0.001039,-0.430184,-0.515195
562,-0.001038,-0.430184,-0.515195
563,-0.001037,-0.430184,-0.515195
564,-0.001036,-0.430184,-0.515195
565,-0.001035,-0.430184,-0.515195
566,-0.001034,-0.428666,-0.515195
567,-0.001033,-0.43322,-0.515195
568,-0.001032,-0.428666,-0.515195
569,-0.001031,-0.430184,-0.516713
570,-0.00103,-0.430184,-0.515195
571,-0.001029,-0.430184,-0.515195
572,-0.001028,-0.430184,-0.515195
573,-0.001027,-0.430184,-0.515195
574,-0.001026,-0.428666,-0.515195
575,-0.001025,-0.431702,-0.515195
576,-0.001024,-0.430184,-0.515195
577,-0.001023,-0.431702,-0.515195
578,-0.001022,-0.430184,-0.515195
579,-0.001021,-0.431702,-0.515195
580,-0.00102,-0.431702,-0.515195
581,-0.001019,-0.428666,-0.515195
582,-0.001018,-0.431702,-0.516713
583,-0.001017,-0.431702,-0.516713
584,-0.001016,-0.428666,-0.515195
585,-0.001015,-0.431702,-0.515195
586,-0.001014,-0.431702,-0.515195
587,-0.001013,-0.431702,-0.515195
588,-0.001012,-0.431702,-0.515195
589,-0.001011,-0.430184,-0.515195
590,-0.00101,-0.43322,-0.515195
591,-0.001009,-0.428666,-0.516713
592,-0.001008,-0.431702,-0.513677
593,-0.001007,-0.431702,-0.515195
594,-0.001006,-0.431702,-0.515195
595,-0.001005,-0.431702,-0.515195
596,-0.001004,-0.431702,-0.515195
597,-0.001003,-0.431702,-0.516713
598,-0.001002,-0.431702,-0.513677
599,-0.001001,-0.431702,-0.515195
600,-0.001,-0.431702,-0.515195
601,-0.000999,-0.431702,-0.515195
602,-0.000998,-0.431702,-0.515195
603,-0.000997,-0.431702,-0.515195
604,-0.000996,-0.431702,-0.515195
605,-0.000995,-0.431702,-0.515195
606,-0.000994,-0.431702,-0.515195
607,-0.000993,-0.431702,-0.515195
608,-0.000992,-0.431702,-0.515195
609,-0.000991,-0.431702,-0.515195
610,-0.00099,-0.43322,-0.515195
611,-0.000989,-0.431702,-0.515195
612,-0.000988,-0.431702,-0.515195
613,-0.000987,-0.43322,-0.516713
614,-0.000986,-0.430184,-0.516713
615,-0.000985,-0.431702,-0.515195
616,-0.000984,-0.431702,-0.515195
617,-0.000983,-0.431702,-0.515195
618,-0.000982,-0.431702,-0.515195
619,-0.000981,-0.431702,-0.518231
620,-0.00098,-0.43322,-0.515195
621,-0.000979,-0.430184,-0.515195
622,-0.000978,-0.43322,-0.515195
623,-0.000977,-0.43322,-0.515195
624,-0.000976,-0.43322,-0.515195
625,-0.000975,-0.43322,-0.515195
626,-0.000974,-0.43322,-0.515195
627,-0.000973,-0.43322,-0.515195
628,-0.000972,-0.43322,-0.515195
629,-0.000971,-0.43322,-0.516713
630,-0.00097,-0.43322,-0.515195
631,-0.000969,-0.43322,-0.515195
632,-0.000968,-0.43322,-0.515195
633,-0.000967,-0.43322,-0.515195
634,-0.000966,-0.43322,-0.516713
635,-0.000965,-0.43322,-0.516713
636,-0.000964,-0.43322,-0.516713
637,-0.000963,-0.43322,-0.515195
638,-0.000962,-0.43322,-0.516713
639,-0.000961,-0.43322,-0.515195
640,-0.00096,-0.43322,-0.515195
641,-0.000959,-0.43322,-0.515195
642,-0.000958,-0.43322,-0.516713
643,-0.000957,-0.43322,-0.513677
644,-0.000956,-0.43322,-0.515195
645,-0.000955,-0.43322,-0.515195
646,-0.000954,-0.43322,-0.515195
647,-0.000953,-0.43322,-0.513677
648,-0.000952,-0.43322,-0.516713
649,-0.000951,-0.43322,-0.515195
650,-0.00095,-0.43322,-0.515195
651,-0.000949,-0.43322,-0.515195
652,-0.000948,-0.43322,-0.515195
653,-0.000947,-0.43322,-0.515195
654,-0.000946,-0.43322,-0.515195
655,-0.000945,-0.43322,-0.515195
656,-0.000944,-0.43322,-0.516713
657,-0.000943,-0.434738,-0.515195
658,-0.000942,-0.43322,-0.515195
659,-0.000941,-0.43322,-0.515195
660,-0.00094,-0.43322,-0.515195
661,-0.000939,-0.434738,-0.515195
662,-0.000938,-0.431702,-0.515195
663,-0.000937,-0.434738,-0.515195
664,-0.000936,-0.434738,-0.515195
665,-0.000935,-0.434738,-0.516713
666,-0.000934,-0.434738,-0.515195
667,-0.000933,-0.434738,-0.516713
668,-0.000932,-0.434738,-0.516713
669,-0.000931,-0.434738,-0.513677
670,-0.00093,-0.434738,-0.515195
671,-0.000929,-0.434738,-0.515195
672,-0.000928,-0.434738,-0.515195
673,-0.000927,-0.434738,-0.515195
674,-0.000926,-0.434738,-0.515195
675,-0.000925,-0.434738,-0.515195
676,-0.000924,-0.434738,-0.515195
677,-0.000923,-0.434738,-0.515195
678,-0.000922,-0.434738,-0.515195
679,-0.000921,-0.434738,-0.515195
680,-0.00092,-0.434738,-0.515195
681,-0.000919,-0.434738,-0.515195
682,-0.000918,-0.434738,-0.515195
683,-0.000917,-0.434738,-0.515195
684,-0.000916,-0.434738,-0.516713
685,-0.000915,-0.434738,-0.515195
686,-0.000914,-0.43322,-0.515195
687,-0.000913,-0.437774,-0.515195
688,-0.000912,-0.43322,-0.516713
